20	0	11978635	1
20	0	11981816	1
20	0	12021107	1
20	0	12050361	1
20	0	12161015	1
20	0	12163021	1
20	0	12193224	1
20	0	12193688	1
20	0	12193747	1
20	0	12207333	1
20	0	12270729	1
20	0	12358144	1
20	0	12360487	1
20	0	12464266	1
20	0	12466142	1
20	0	12511596	1
20	0	12525570	1
20	0	12594834	1
21	0	11717190	1
22	0	11977981	1
22	0	11984876	1
22	0	12050144	1
22	0	12217324	1
22	0	12361605	1
22	0	12435628	1
23	0	11886851	1
23	0	11916959	1
23	0	11931670	1
23	0	11934646	1
23	0	11973363	1
23	0	12061819	1
23	0	12065840	1
23	0	12149210	1
23	0	12374739	1
24	0	12411493	1
24	0	12417719	1
25	0	11932921	1
25	0	12516554	1
26	0	12370419	1
27	0	12056896	1
27	0	12185001	1
28	0	11848443	1
28	0	11870074	1
28	0	11973468	1
28	0	12021067	1
28	0	12025859	1
28	0	12111808	1
28	0	12145054	1
28	0	12486186	1
29	0	11042116	1
29	0	11756407	1
29	0	11950391	1
29	0	12031952	1
29	0	12086933	1
29	0	12369705	1
30	0	12186877	1
31	0	11882578	1
31	0	11950831	1
31	0	11959652	1
31	0	12183023	1
31	0	12372698	1
31	0	12443729	1
31	0	12458035	1
32	0	11872642	1
32	0	11882461	1
32	0	11906328	1
32	0	12115890	1
32	0	12193379	1
32	0	12200235	1
32	0	12388160	1
32	0	12399409	1
32	0	12399419	1
32	0	12446604	1
32	0	12488358	1
33	0	11688978	1
33	0	12127152	1
33	0	12231239	1
34	0	11841916	1
34	0	11861518	1
34	0	12147208	1
34	0	12147209	1
34	0	12210105	1
35	0	11749055	1
36	0	11752574	1
36	0	11752575	1
36	0	11804783	1
36	0	11919715	1
36	0	12441298	1
37	0	12417656	1
38	0	12084706	1
38	0	12176339	1
39	0	11818059	1
39	0	12052957	1
39	0	12134162	1
39	0	12163402	1
39	0	12393817	1
40	0	11752574	1
40	0	11752575	1
40	0	11779460	1
40	0	11804783	1
40	0	11846485	1
40	0	12183376	1
40	0	12231627	1
40	0	12441298	1
41	0	11934851	1
41	0	12205712	1
42	0	11740559	1
42	0	11744384	1
42	0	11850624	1
42	0	11850625	1
42	0	11973353	1
42	0	12213838	1
42	0	12526813	1
43	0	12019233	1
44	0	12029628	1
44	0	12359426	1
45	0	11799118	1
45	0	11879186	1
46	0	12185249	1
46	0	12297987	1
46	0	12297989	1
46	0	12632434	1
47	0	12082536	1
47	0	12427559	1
48	0	11955432	1
48	0	12055248	1
48	0	12406895	1
48	0	12569164	1
49	0	11701948	1
50	0	12237116	1
